195.211.206.242 - - [04/Apr/2021:14:47:42 +0300] "GET /image_web/webp/Synti_Showreel_2020.webp HTTP/1.0" 200 41838 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:47:42 +0300] "GET /image_web/webp/Chistaya_Liniya.webp HTTP/1.0" 200 19648 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:47:42 +0300] "GET /icon/logo_footer.svg HTTP/2.0" 200 1065 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:47:42 +0300] "GET /fonts/geometria-bold.woff2 HTTP/1.0" 200 32172 "https://clleoweb.com/css/main.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:47:42 +0300] "GET /image_web/webp/MTS_Spotify.webp HTTP/1.0" 200 67088 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:47:42 +0300] "GET /icon/sprite.svg HTTP/2.0" 200 6504 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:47:43 +0300] "GET /icon/favicon.ico HTTP/1.0" 200 1344 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:48:03 +0300] "GET /popups_vimeo/win_vimeo_main.php HTTP/1.0" 200 846 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:48:55 +0300] "GET /popups_vimeo/popup_1.php HTTP/1.0" 200 571 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:49:12 +0300] "GET /icon/favicon-180.png HTTP/2.0" 200 4208 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:51:06 +0300] "GET /popups_vimeo/popup_1.php HTTP/1.0" 200 571 "https://clleoweb.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
195.211.206.242 - - [04/Apr/2021:14:53:58 +0300] "GET / HTTP/1.0" 200 14838 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
